Sample description: REMARK 265
Sample: REMARK 265  c= 0 mg/ml  Code: 
  2.294746e-01   6.420640e-02   4.246940e-02
  2.299439e-01   6.337350e-02   4.268940e-02
  2.304132e-01   7.586550e-02   4.156140e-02
  2.308826e-01   6.136370e-02   4.221800e-02
  2.313519e-01   1.477270e-01   4.221340e-02
  2.318212e-01  -3.143550e-02   4.262810e-02
  2.322906e-01   9.128540e-02   4.156050e-02
  2.327599e-01   5.611870e-02   4.208120e-02
  2.332292e-01   3.037200e-02   4.222230e-02
  2.336986e-01   1.401250e-01   4.222900e-02
  2.341679e-01  -3.883280e-02   4.152010e-02
  2.346372e-01   5.099150e-02   4.154120e-02
  2.351066e-01  -8.143700e-03   4.238070e-02
  2.355759e-01   6.353690e-02   4.258880e-02
  2.360452e-01  -1.002700e-02   4.164580e-02
  2.365146e-01   1.856880e-02   4.107000e-02
  2.369839e-01   7.103500e-02   4.196560e-02
  2.374532e-01   6.654850e-02   4.182140e-02
  2.379226e-01   1.440340e-01   4.214190e-02
  2.383919e-01   1.105360e-01   4.111640e-02
  2.388612e-01   9.420180e-02   4.162390e-02
  2.393306e-01   6.383550e-02   4.147300e-02
  2.397999e-01  -4.349180e-02   4.186500e-02
  2.402692e-01  -1.738230e-02   4.082490e-02
  2.407386e-01   1.127710e-01   4.228950e-02
  2.412079e-01   2.452380e-02   4.154050e-02
  2.416772e-01  -3.857360e-02   4.130940e-02
  2.421466e-01  -1.602350e-02   4.073980e-02
  2.426159e-01   6.167830e-02   4.093410e-02
  2.430852e-01   6.482150e-02   4.140570e-02
  2.435545e-01   1.833080e-02   4.102930e-02
  2.440239e-01   6.848720e-02   4.087060e-02
  2.444932e-01   5.356450e-02   4.076240e-02
  2.449625e-01   1.263830e-01   4.156860e-02
  2.454319e-01   2.013230e-02   4.101780e-02
  2.459012e-01   3.264440e-02   4.090490e-02
  2.463705e-01   6.550100e-02   4.062780e-02
  2.468399e-01   3.533380e-02   4.157660e-02
  2.473092e-01   5.608050e-02   4.138260e-02
  2.477785e-01  -2.167740e-02   4.139610e-02
  2.482479e-01   9.682840e-03   4.005750e-02
  2.487172e-01  -2.249500e-02   4.046040e-02
  2.491865e-01  -6.222370e-02   4.071460e-02
  2.496559e-01   1.052440e-02   4.047490e-02
  2.501252e-01  -2.079570e-02   4.111700e-02
  2.505945e-01   1.242580e-02   4.144090e-02
  2.510639e-01  -3.879110e-02   4.086950e-02
  2.515332e-01   1.317090e-01   4.034700e-02
  2.520025e-01   3.868960e-02   3.992960e-02
  2.524719e-01   6.802440e-02   3.974000e-02
  2.529412e-01   2.365190e-02   4.051270e-02
  2.534105e-01   1.571390e-02   4.118420e-02
  2.538799e-01   6.743890e-02   3.978860e-02
  2.543492e-01  -1.470340e-02   3.980550e-02
  2.548185e-01   8.753450e-02   3.986860e-02
  2.552879e-01   7.994580e-02   4.045630e-02
  2.557572e-01   1.805160e-02   4.010730e-02
  2.562265e-01   7.819310e-02   3.909890e-02
  2.566959e-01   4.893010e-02   3.988450e-02
  2.571652e-01   4.823400e-02   4.012720e-02
  2.576345e-01   1.039850e-01   4.031400e-02
  2.581039e-01   1.035560e-01   3.917090e-02
  2.585732e-01   1.903300e-02   3.950010e-02
  2.590425e-01   6.135160e-02   3.987590e-02
  2.595119e-01   7.591250e-02   4.012310e-02
  2.599812e-01   4.915760e-02   4.004940e-02
  2.604505e-01  -1.598840e-02   3.937120e-02
  2.609199e-01  -8.008350e-03   3.975000e-02
  2.613892e-01   3.267540e-02   4.003370e-02
  2.618585e-01  -2.095630e-02   3.890100e-02
  2.623279e-01  -1.630420e-02   3.961210e-02
  2.627972e-01  -6.213010e-03   3.968770e-02
  2.632665e-01  -3.291500e-02   3.957310e-02
  2.637359e-01   5.280290e-02   3.961230e-02
  2.642052e-01   8.111240e-03   3.914130e-02
  2.646745e-01  -1.477950e-02   3.966220e-02
  2.651438e-01   7.933840e-02   3.959450e-02
  2.656132e-01   4.767770e-03   3.975810e-02
  2.660825e-01   1.093230e-02   3.853070e-02
  2.665518e-01  -3.519600e-02   3.944400e-02
